"GEO_ID","NAME","H3_001N","H3_002N","H3_003N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant",
"1500000US191130030063","Block Group 3; Census Tract 30.06; Linn County; Iowa","847","787","60",
"1500000US191130101001","Block Group 1; Census Tract 101; Linn County; Iowa","455","417","38",
"1500000US191130101002","Block Group 2; Census Tract 101; Linn County; Iowa","522","411","111",
"1500000US191130101003","Block Group 3; Census Tract 101; Linn County; Iowa","332","311","21",
"1500000US191130102001","Block Group 1; Census Tract 102; Linn County; Iowa","503","474","29",
"1500000US191130102002","Block Group 2; Census Tract 102; Linn County; Iowa","921","887","34",
"1500000US191130102003","Block Group 3; Census Tract 102; Linn County; Iowa","461","436","25",
"1500000US191130103001","Block Group 1; Census Tract 103; Linn County; Iowa","576","545","31",
"1500000US191130103002","Block Group 2; Census Tract 103; Linn County; Iowa","441","397","44",
"1500000US191130103003","Block Group 3; Census Tract 103; Linn County; Iowa","575","544","31",
"1500000US191130104001","Block Group 1; Census Tract 104; Linn County; Iowa","794","736","58",
"1500000US191130104002","Block Group 2; Census Tract 104; Linn County; Iowa","458","426","32",
"1500000US191130105001","Block Group 1; Census Tract 105; Linn County; Iowa","1116","1025","91",
"1500000US191130105002","Block Group 2; Census Tract 105; Linn County; Iowa","581","536","45",
"1500000US191130106001","Block Group 1; Census Tract 106; Linn County; Iowa","819","781","38",
"1500000US191130106002","Block Group 2; Census Tract 106; Linn County; Iowa","985","960","25",
"1500000US191130106003","Block Group 3; Census Tract 106; Linn County; Iowa","733","707","26",
"1500000US191130107001","Block Group 1; Census Tract 107; Linn County; Iowa","1058","936","122",
"1500000US191130107002","Block Group 2; Census Tract 107; Linn County; Iowa","587","578","9",
"1500000US191130107003","Block Group 3; Census Tract 107; Linn County; Iowa","527","498","29",
"1500000US191130107004","Block Group 4; Census Tract 107; Linn County; Iowa","646","609","37",
"1500000US191130108011","Block Group 1; Census Tract 108.01; Linn County; Iowa","281","274","7",
"1500000US191130108012","Block Group 2; Census Tract 108.01; Linn County; Iowa","246","214","32",
"1500000US191130108021","Block Group 1; Census Tract 108.02; Linn County; Iowa","532","504","28",
"1500000US191130108022","Block Group 2; Census Tract 108.02; Linn County; Iowa","524","492","32",
"1500000US191130108023","Block Group 3; Census Tract 108.02; Linn County; Iowa","728","693","35",
"1500000US191130108024","Block Group 4; Census Tract 108.02; Linn County; Iowa","412","381","31",
"1500000US191154501001","Block Group 1; Census Tract 4501; Louisa County; Iowa","271","244","27",
"1500000US191154501002","Block Group 2; Census Tract 4501; Louisa County; Iowa","532","371","161",
"1500000US191154501003","Block Group 3; Census Tract 4501; Louisa County; Iowa","283","258","25",
"1500000US191154501004","Block Group 4; Census Tract 4501; Louisa County; Iowa","303","290","13",
"1500000US191154502001","Block Group 1; Census Tract 4502; Louisa County; Iowa","283","265","18",
"1500000US191154502002","Block Group 2; Census Tract 4502; Louisa County; Iowa","258","225","33",
"1500000US191154502003","Block Group 3; Census Tract 4502; Louisa County; Iowa","300","263","37",
"1500000US191154502004","Block Group 4; Census Tract 4502; Louisa County; Iowa","272","249","23",
"1500000US191154502005","Block Group 5; Census Tract 4502; Louisa County; Iowa","464","434","30",
"1500000US191154503001","Block Group 1; Census Tract 4503; Louisa County; Iowa","354","304","50",
"1500000US191154503002","Block Group 2; Census Tract 4503; Louisa County; Iowa","321","290","31",
"1500000US191154503003","Block Group 3; Census Tract 4503; Louisa County; Iowa","152","133","19",
"1500000US191154503004","Block Group 4; Census Tract 4503; Louisa County; Iowa","323","291","32",
"1500000US191154503005","Block Group 5; Census Tract 4503; Louisa County; Iowa","271","260","11",
"1500000US191154503006","Block Group 6; Census Tract 4503; Louisa County; Iowa","325","303","22",
"1500000US191179501001","Block Group 1; Census Tract 9501; Lucas County; Iowa","320","282","38",
"1500000US191179501002","Block Group 2; Census Tract 9501; Lucas County; Iowa","592","530","62",
"1500000US191179502001","Block Group 1; Census Tract 9502; Lucas County; Iowa","359","328","31",
"1500000US191179502002","Block Group 2; Census Tract 9502; Lucas County; Iowa","331","287","44",
"1500000US191179502003","Block Group 3; Census Tract 9502; Lucas County; Iowa","305","273","32",
"1500000US191179503001","Block Group 1; Census Tract 9503; Lucas County; Iowa","387","344","43",
"1500000US191179503002","Block Group 2; Census Tract 9503; Lucas County; Iowa","564","510","54",
"1500000US191179504001","Block Group 1; Census Tract 9504; Lucas County; Iowa","507","433","74",
"1500000US191179504002","Block Group 2; Census Tract 9504; Lucas County; Iowa","279","238","41",
"1500000US191179504003","Block Group 3; Census Tract 9504; Lucas County; Iowa","414","383","31",
"1500000US191199501001","Block Group 1; Census Tract 9501; Lyon County; Iowa","334","307","27",
"1500000US191199501002","Block Group 2; Census Tract 9501; Lyon County; Iowa","501","443","58",
"1500000US191199501003","Block Group 3; Census Tract 9501; Lyon County; Iowa","359","336","23",
"1500000US191199502001","Block Group 1; Census Tract 9502; Lyon County; Iowa","310","307","3",
"1500000US191199502002","Block Group 2; Census Tract 9502; Lyon County; Iowa","551","498","53",
"1500000US191199502003","Block Group 3; Census Tract 9502; Lyon County; Iowa","231","214","17",
"1500000US191199502004","Block Group 4; Census Tract 9502; Lyon County; Iowa","337","292","45",
"1500000US191199503001","Block Group 1; Census Tract 9503; Lyon County; Iowa","257","246","11",
"1500000US191199503002","Block Group 2; Census Tract 9503; Lyon County; Iowa","466","444","22",
"1500000US191199503003","Block Group 3; Census Tract 9503; Lyon County; Iowa","321","285","36",
"1500000US191199503004","Block Group 4; Census Tract 9503; Lyon County; Iowa","382","356","26",
"1500000US191199503005","Block Group 5; Census Tract 9503; Lyon County; Iowa","301","284","17",
"1500000US191199503006","Block Group 6; Census Tract 9503; Lyon County; Iowa","467","454","13",
"1500000US191210601011","Block Group 1; Census Tract 601.01; Madison County; Iowa","668","641","27",
"1500000US191210601012","Block Group 2; Census Tract 601.01; Madison County; Iowa","732","704","28",
"1500000US191210601021","Block Group 1; Census Tract 601.02; Madison County; Iowa","589","560","29",
"1500000US191210601022","Block Group 2; Census Tract 601.02; Madison County; Iowa","805","772","33",
"1500000US191210602001","Block Group 1; Census Tract 602; Madison County; Iowa","950","890","60",
"1500000US191210602002","Block Group 2; Census Tract 602; Madison County; Iowa","394","348","46",
"1500000US191210602003","Block Group 3; Census Tract 602; Madison County; Iowa","403","344","59",
"1500000US191210602004","Block Group 4; Census Tract 602; Madison County; Iowa","680","627","53",
"1500000US191210603001","Block Group 1; Census Tract 603; Madison County; Iowa","388","356","32",
"1500000US191210603002","Block Group 2; Census Tract 603; Madison County; Iowa","387","360","27",
"1500000US191210603003","Block Group 3; Census Tract 603; Madison County; Iowa","488","446","42",
"1500000US191210603004","Block Group 4; Census Tract 603; Madison County; Iowa","429","388","41",
"1500000US191239501001","Block Group 1; Census Tract 9501; Mahaska County; Iowa","348","310","38",
"1500000US191239501002","Block Group 2; Census Tract 9501; Mahaska County; Iowa","623","594","29",
"1500000US191239501003","Block Group 3; Census Tract 9501; Mahaska County; Iowa","394","334","60",
"1500000US191239502001","Block Group 1; Census Tract 9502; Mahaska County; Iowa","332","319","13",
"1500000US191239502002","Block Group 2; Census Tract 9502; Mahaska County; Iowa","614","560","54",
"1500000US191239502003","Block Group 3; Census Tract 9502; Mahaska County; Iowa","428","398","30",
"1500000US191239503001","Block Group 1; Census Tract 9503; Mahaska County; Iowa","598","554","44",
"1500000US191239503002","Block Group 2; Census Tract 9503; Mahaska County; Iowa","315","272","43",
"1500000US191239503003","Block Group 3; Census Tract 9503; Mahaska County; Iowa","604","562","42",
"1500000US191239504001","Block Group 1; Census Tract 9504; Mahaska County; Iowa","659","605","54",
"1500000US191239504002","Block Group 2; Census Tract 9504; Mahaska County; Iowa","267","254","13",
"1500000US191239504003","Block Group 3; Census Tract 9504; Mahaska County; Iowa","393","346","47",
"1500000US191239505001","Block Group 1; Census Tract 9505; Mahaska County; Iowa","349","310","39",
"1500000US191239505002","Block Group 2; Census Tract 9505; Mahaska County; Iowa","781","734","47",
"1500000US191239505003","Block Group 3; Census Tract 9505; Mahaska County; Iowa","356","320","36",
"1500000US191239506001","Block Group 1; Census Tract 9506; Mahaska County; Iowa","379","314","65",
"1500000US191239506002","Block Group 2; Census Tract 9506; Mahaska County; Iowa","629","566","63",
"1500000US191239506003","Block Group 3; Census Tract 9506; Mahaska County; Iowa","445","396","49",
"1500000US191239507001","Block Group 1; Census Tract 9507; Mahaska County; Iowa","542","506","36",
"1500000US191239507002","Block Group 2; Census Tract 9507; Mahaska County; Iowa","364","309","55",
"1500000US191239507003","Block Group 3; Census Tract 9507; Mahaska County; Iowa","260","236","24",
"1500000US191250301011","Block Group 1; Census Tract 301.01; Marion County; Iowa","924","855","69",
"1500000US191250301012","Block Group 2; Census Tract 301.01; Marion County; Iowa","941","916","25",
"1500000US191250301021","Block Group 1; Census Tract 301.02; Marion County; Iowa","391","376","15",
"1500000US191250301022","Block Group 2; Census Tract 301.02; Marion County; Iowa","458","446","12",
"1500000US191250301023","Block Group 3; Census Tract 301.02; Marion County; Iowa","316","292","24",
"1500000US191250302011","Block Group 1; Census Tract 302.01; Marion County; Iowa","750","721","29",
"1500000US191250302012","Block Group 2; Census Tract 302.01; Marion County; Iowa","780","757","23",
"1500000US191250302021","Block Group 1; Census Tract 302.02; Marion County; Iowa","350","330","20",
"1500000US191250302022","Block Group 2; Census Tract 302.02; Marion County; Iowa","299","255","44",
"1500000US191250302023","Block Group 3; Census Tract 302.02; Marion County; Iowa","363","317","46",
"1500000US191250302024","Block Group 4; Census Tract 302.02; Marion County; Iowa","498","469","29",
"1500000US191250303001","Block Group 1; Census Tract 303; Marion County; Iowa","266","251","15",
"1500000US191250303002","Block Group 2; Census Tract 303; Marion County; Iowa","354","346","8",
"1500000US191250303003","Block Group 3; Census Tract 303; Marion County; Iowa","376","336","40",
"1500000US191250304011","Block Group 1; Census Tract 304.01; Marion County; Iowa","918","872","46",
"1500000US191250304012","Block Group 2; Census Tract 304.01; Marion County; Iowa","769","710","59",
"1500000US191250304013","Block Group 3; Census Tract 304.01; Marion County; Iowa","453","433","20",
"1500000US191250304021","Block Group 1; Census Tract 304.02; Marion County; Iowa","759","723","36",
"1500000US191250304022","Block Group 2; Census Tract 304.02; Marion County; Iowa","432","412","20",
"1500000US191250304023","Block Group 3; Census Tract 304.02; Marion County; Iowa","445","415","30",
"1500000US191250305001","Block Group 1; Census Tract 305; Marion County; Iowa","368","339","29",
"1500000US191250305002","Block Group 2; Census Tract 305; Marion County; Iowa","584","504","80",
"1500000US191250306001","Block Group 1; Census Tract 306; Marion County; Iowa","252","236","16",
"1500000US191250306002","Block Group 2; Census Tract 306; Marion County; Iowa","525","465","60",
"1500000US191250306003","Block Group 3; Census Tract 306; Marion County; Iowa","338","321","17",
"1500000US191250307001","Block Group 1; Census Tract 307; Marion County; Iowa","383","345","38",
"1500000US191250307002","Block Group 2; Census Tract 307; Marion County; Iowa","408","366","42",
"1500000US191250307003","Block Group 3; Census Tract 307; Marion County; Iowa","373","337","36",
"1500000US191279501001","Block Group 1; Census Tract 9501; Marshall County; Iowa","272","248","24",
"1500000US191279501002","Block Group 2; Census Tract 9501; Marshall County; Iowa","316","305","11",
"1500000US191279501003","Block Group 3; Census Tract 9501; Marshall County; Iowa","383","359","24",
"1500000US191279501004","Block Group 4; Census Tract 9501; Marshall County; Iowa","269","235","34",
"1500000US191279502001","Block Group 1; Census Tract 9502; Marshall County; Iowa","378","336","42",
"1500000US191279502002","Block Group 2; Census Tract 9502; Marshall County; Iowa","504","453","51",
"1500000US191279502003","Block Group 3; Census Tract 9502; Marshall County; Iowa","426","406","20",
"1500000US191279503001","Block Group 1; Census Tract 9503; Marshall County; Iowa","288","270","18",
"1500000US191279503002","Block Group 2; Census Tract 9503; Marshall County; Iowa","338","310","28",
"1500000US191279503003","Block Group 3; Census Tract 9503; Marshall County; Iowa","418","384","34",
"1500000US191279503004","Block Group 4; Census Tract 9503; Marshall County; Iowa","343","322","21",
"1500000US191279504001","Block Group 1; Census Tract 9504; Marshall County; Iowa","401","381","20",
"1500000US191279504002","Block Group 2; Census Tract 9504; Marshall County; Iowa","291","279","12",
"1500000US191279504003","Block Group 3; Census Tract 9504; Marshall County; Iowa","389","352","37",
"1500000US191279504004","Block Group 4; Census Tract 9504; Marshall County; Iowa","253","231","22",
"1500000US191279505001","Block Group 1; Census Tract 9505; Marshall County; Iowa","470","391","79",
"1500000US191279505002","Block Group 2; Census Tract 9505; Marshall County; Iowa","350","342","8",
"1500000US191279505003","Block Group 3; Census Tract 9505; Marshall County; Iowa","285","244","41",
"1500000US191279505004","Block Group 4; Census Tract 9505; Marshall County; Iowa","443","390","53",
"1500000US191279506001","Block Group 1; Census Tract 9506; Marshall County; Iowa","377","341","36",
"1500000US191279506002","Block Group 2; Census Tract 9506; Marshall County; Iowa","381","343","38",
"1500000US191279506003","Block Group 3; Census Tract 9506; Marshall County; Iowa","330","294","36",
"1500000US191279506004","Block Group 4; Census Tract 9506; Marshall County; Iowa","437","381","56",
"1500000US191279506005","Block Group 5; Census Tract 9506; Marshall County; Iowa","423","400","23",
"1500000US191279507001","Block Group 1; Census Tract 9507; Marshall County; Iowa","421","371","50",
"1500000US191279507002","Block Group 2; Census Tract 9507; Marshall County; Iowa","574","531","43",
"1500000US191279507003","Block Group 3; Census Tract 9507; Marshall County; Iowa","340","310","30",
"1500000US191279507004","Block Group 4; Census Tract 9507; Marshall County; Iowa","323","274","49",
"1500000US191279508011","Block Group 1; Census Tract 9508.01; Marshall County; Iowa","420","395","25",
"1500000US191279508012","Block Group 2; Census Tract 9508.01; Marshall County; Iowa","559","534","25",
"1500000US191279508013","Block Group 3; Census Tract 9508.01; Marshall County; Iowa","589","554","35",
"1500000US191279508021","Block Group 1; Census Tract 9508.02; Marshall County; Iowa","740","705","35",
"1500000US191279508022","Block Group 2; Census Tract 9508.02; Marshall County; Iowa","495","477","18",
"1500000US191279508023","Block Group 3; Census Tract 9508.02; Marshall County; Iowa","234","222","12",
"1500000US191279509001","Block Group 1; Census Tract 9509; Marshall County; Iowa","385","315","70",
"1500000US191279509002","Block Group 2; Census Tract 9509; Marshall County; Iowa","267","248","19",
"1500000US191279509003","Block Group 3; Census Tract 9509; Marshall County; Iowa","425","390","35",
"1500000US191279509004","Block Group 4; Census Tract 9509; Marshall County; Iowa","295","279","16",
"1500000US191279510001","Block Group 1; Census Tract 9510; Marshall County; Iowa","506","476","30",
"1500000US191279510002","Block Group 2; Census Tract 9510; Marshall County; Iowa","726","690","36",
"1500000US191279510003","Block Group 3; Census Tract 9510; Marshall County; Iowa","681","590","91",
"1500000US191290401001","Block Group 1; Census Tract 401; Mills County; Iowa","270","242","28",
"1500000US191290401002","Block Group 2; Census Tract 401; Mills County; Iowa","251","209","42",
"1500000US191290401003","Block Group 3; Census Tract 401; Mills County; Iowa","246","219","27",
"1500000US191290401004","Block Group 4; Census Tract 401; Mills County; Iowa","526","469","57",
"1500000US191290402011","Block Group 1; Census Tract 402.01; Mills County; Iowa","319","176","143",
"1500000US191290402012","Block Group 2; Census Tract 402.01; Mills County; Iowa","550","514","36",
"1500000US191290402021","Block Group 1; Census Tract 402.02; Mills County; Iowa","890","841","49",
"1500000US191290402022","Block Group 2; Census Tract 402.02; Mills County; Iowa","576","550","26",
"1500000US191290403011","Block Group 1; Census Tract 403.01; Mills County; Iowa","658","622","36",
"1500000US191290403012","Block Group 2; Census Tract 403.01; Mills County; Iowa","498","452","46",
"1500000US191290403021","Block Group 1; Census Tract 403.02; Mills County; Iowa","678","634","44",
"1500000US191290403022","Block Group 2; Census Tract 403.02; Mills County; Iowa","454","430","24",
"1500000US191290403023","Block Group 3; Census Tract 403.02; Mills County; Iowa","194","154","40",
"1500000US191315601001","Block Group 1; Census Tract 5601; Mitchell County; Iowa","348","316","32",
"1500000US191315601002","Block Group 2; Census Tract 5601; Mitchell County; Iowa","388","352","36",
"1500000US191315601003","Block Group 3; Census Tract 5601; Mitchell County; Iowa","327","292","35",
"1500000US191315601004","Block Group 4; Census Tract 5601; Mitchell County; Iowa","300","270","30",
"1500000US191315602001","Block Group 1; Census Tract 5602; Mitchell County; Iowa","317","305","12",
"1500000US191315602002","Block Group 2; Census Tract 5602; Mitchell County; Iowa","336","305","31",
"1500000US191315602003","Block Group 3; Census Tract 5602; Mitchell County; Iowa","554","511","43",
"1500000US191315602004","Block Group 4; Census Tract 5602; Mitchell County; Iowa","365","317","48",
"1500000US191315603001","Block Group 1; Census Tract 5603; Mitchell County; Iowa","570","502","68",
"1500000US191315603002","Block Group 2; Census Tract 5603; Mitchell County; Iowa","342","312","30",
"1500000US191315603003","Block Group 3; Census Tract 5603; Mitchell County; Iowa","629","575","54",
"1500000US191315603004","Block Group 4; Census Tract 5603; Mitchell County; Iowa","371","325","46",
"1500000US191339601001","Block Group 1; Census Tract 9601; Monona County; Iowa","271","230","41",
"1500000US191339601002","Block Group 2; Census Tract 9601; Monona County; Iowa","311","274","37",
"1500000US191339601003","Block Group 3; Census Tract 9601; Monona County; Iowa","479","423","56",
"1500000US191339602001","Block Group 1; Census Tract 9602; Monona County; Iowa","581","513","68",
"1500000US191339602002","Block Group 2; Census Tract 9602; Monona County; Iowa","388","349","39",
"1500000US191339603001","Block Group 1; Census Tract 9603; Monona County; Iowa","397","363","34",
"1500000US191339603002","Block Group 2; Census Tract 9603; Monona County; Iowa","304","267","37",
"1500000US191339603003","Block Group 3; Census Tract 9603; Monona County; Iowa","372","335","37",
"1500000US191339603004","Block Group 4; Census Tract 9603; Monona County; Iowa","371","330","41",
"1500000US191339604001","Block Group 1; Census Tract 9604; Monona County; Iowa","284","253","31",
"1500000US191339604002","Block Group 2; Census Tract 9604; Monona County; Iowa","294","243","51",
"1500000US191339604003","Block Group 3; Census Tract 9604; Monona County; Iowa","321","259","62",
"1500000US191350701001","Block Group 1; Census Tract 701; Monroe County; Iowa","391","358","33",
"1500000US191350701002","Block Group 2; Census Tract 701; Monroe County; Iowa","628","590","38",
"1500000US191350701003","Block Group 3; Census Tract 701; Monroe County; Iowa","319","276","43",
"1500000US191350702001","Block Group 1; Census Tract 702; Monroe County; Iowa","503","445","58",
"1500000US191350702002","Block Group 2; Census Tract 702; Monroe County; Iowa","404","357","47",
"1500000US191350702003","Block Group 3; Census Tract 702; Monroe County; Iowa","358","316","42",
"1500000US191350703001","Block Group 1; Census Tract 703; Monroe County; Iowa","584","386","198",
"1500000US191350703002","Block Group 2; Census Tract 703; Monroe County; Iowa","449","388","61",
"1500000US191379601001","Block Group 1; Census Tract 9601; Montgomery County; Iowa","312","290","22",
"1500000US191379601002","Block Group 2; Census Tract 9601; Montgomery County; Iowa","295","265","30",
"1500000US191379601003","Block Group 3; Census Tract 9601; Montgomery County; Iowa","311","275","36",
"1500000US191379602001","Block Group 1; Census Tract 9602; Montgomery County; Iowa","487","422","65",
"1500000US191379602002","Block Group 2; Census Tract 9602; Montgomery County; Iowa","437","385","52",
"1500000US191379602003","Block Group 3; Census Tract 9602; Montgomery County; Iowa","251","239","12",
"1500000US191379603001","Block Group 1; Census Tract 9603; Montgomery County; Iowa","764","652","112",
"1500000US191379603002","Block Group 2; Census Tract 9603; Montgomery County; Iowa","903","801","102",
"1500000US191379604001","Block Group 1; Census Tract 9604; Montgomery County; Iowa","242","224","18",
"1500000US191379604002","Block Group 2; Census Tract 9604; Montgomery County; Iowa","336","315","21",
"1500000US191379604003","Block Group 3; Census Tract 9604; Montgomery County; Iowa","669","588","81",
"1500000US191390501001","Block Group 1; Census Tract 501; Muscatine County; Iowa","278","252","26",
"1500000US191390501002","Block Group 2; Census Tract 501; Muscatine County; Iowa","354","326","28",
"1500000US191390501003","Block Group 3; Census Tract 501; Muscatine County; Iowa","525","488","37",
"1500000US191390501004","Block Group 4; Census Tract 501; Muscatine County; Iowa","394","348","46",
"1500000US191390502001","Block Group 1; Census Tract 502; Muscatine County; Iowa","338","295","43",
"1500000US191390502002","Block Group 2; Census Tract 502; Muscatine County; Iowa","331","317","14",
"1500000US191390502003","Block Group 3; Census Tract 502; Muscatine County; Iowa","643","613","30",
"1500000US191390502004","Block Group 4; Census Tract 502; Muscatine County; Iowa","625","568","57",
"1500000US191390502005","Block Group 5; Census Tract 502; Muscatine County; Iowa","336","299","37",
"1500000US191390503001","Block Group 1; Census Tract 503; Muscatine County; Iowa","379","336","43",
"1500000US191390503002","Block Group 2; Census Tract 503; Muscatine County; Iowa","331","308","23",
"1500000US191390503003","Block Group 3; Census Tract 503; Muscatine County; Iowa","308","293","15",
"1500000US191390503004","Block Group 4; Census Tract 503; Muscatine County; Iowa","422","410","12",
"1500000US191390503005","Block Group 5; Census Tract 503; Muscatine County; Iowa","616","572","44",
"1500000US191390504001","Block Group 1; Census Tract 504; Muscatine County; Iowa","714","673","41",
"1500000US191390504002","Block Group 2; Census Tract 504; Muscatine County; Iowa","421","404","17",
"1500000US191390504003","Block Group 3; Census Tract 504; Muscatine County; Iowa","386","370","16",
"1500000US191390505001","Block Group 1; Census Tract 505; Muscatine County; Iowa","347","328","19",
"1500000US191390505002","Block Group 2; Census Tract 505; Muscatine County; Iowa","1020","962","58",
"1500000US191390505003","Block Group 3; Census Tract 505; Muscatine County; Iowa","604","570","34",
"1500000US191390506001","Block Group 1; Census Tract 506; Muscatine County; Iowa","961","933","28",
"1500000US191390506002","Block Group 2; Census Tract 506; Muscatine County; Iowa","892","815","77",
"1500000US191390506003","Block Group 3; Census Tract 506; Muscatine County; Iowa","486","452","34",
"1500000US191390507001","Block Group 1; Census Tract 507; Muscatine County; Iowa","492","403","89",
"1500000US191390507002","Block Group 2; Census Tract 507; Muscatine County; Iowa","605","549","56",
"1500000US191390507003","Block Group 3; Census Tract 507; Muscatine County; Iowa","681","634","47",
"1500000US191390507004","Block Group 4; Census Tract 507; Muscatine County; Iowa","842","774","68",
"1500000US191390508001","Block Group 1; Census Tract 508; Muscatine County; Iowa","452","424","28",
"1500000US191390508002","Block Group 2; Census Tract 508; Muscatine County; Iowa","346","310","36",
"1500000US191390508003","Block Group 3; Census Tract 508; Muscatine County; Iowa","455","421","34",
"1500000US191390509001","Block Group 1; Census Tract 509; Muscatine County; Iowa","416","366","50",
"1500000US191390509002","Block Group 2; Census Tract 509; Muscatine County; Iowa","698","598","100",
"1500000US191390509003","Block Group 3; Census Tract 509; Muscatine County; Iowa","340","298","42",
"1500000US191390510001","Block Group 1; Census Tract 510; Muscatine County; Iowa","684","620","64",
"1500000US191390510002","Block Group 2; Census Tract 510; Muscatine County; Iowa","644","579","65",
"1500000US191414901001","Block Group 1; Census Tract 4901; O'Brien County; Iowa","402","366","36",
"1500000US191414901002","Block Group 2; Census Tract 4901; O'Brien County; Iowa","384","341","43",
"1500000US191414901003","Block Group 3; Census Tract 4901; O'Brien County; Iowa","455","391","64",
"1500000US191414902001","Block Group 1; Census Tract 4902; O'Brien County; Iowa","334","291","43",
"1500000US191414902002","Block Group 2; Census Tract 4902; O'Brien County; Iowa","300","271","29",
"1500000US191414902003","Block Group 3; Census Tract 4902; O'Brien County; Iowa","379","337","42",
"1500000US191414902004","Block Group 4; Census Tract 4902; O'Brien County; Iowa","282","262","20",
"1500000US191414902005","Block Group 5; Census Tract 4902; O'Brien County; Iowa","434","392","42",
"1500000US191414903001","Block Group 1; Census Tract 4903; O'Brien County; Iowa","780","743","37",
"1500000US191414903002","Block Group 2; Census Tract 4903; O'Brien County; Iowa","478","409","69",
"1500000US191414903003","Block Group 3; Census Tract 4903; O'Brien County; Iowa","457","418","39",
"1500000US191414903004","Block Group 4; Census Tract 4903; O'Brien County; Iowa","591","540","51",
"1500000US191414904001","Block Group 1; Census Tract 4904; O'Brien County; Iowa","383","347","36",
"1500000US191414904002","Block Group 2; Census Tract 4904; O'Brien County; Iowa","339","296","43",
"1500000US191414904003","Block Group 3; Census Tract 4904; O'Brien County; Iowa","526","457","69",
"1500000US191434601001","Block Group 1; Census Tract 4601; Osceola County; Iowa","495","463","32",
"1500000US191434601002","Block Group 2; Census Tract 4601; Osceola County; Iowa","301","270","31",
"1500000US191434601003","Block Group 3; Census Tract 4601; Osceola County; Iowa","510","482","28",
"1500000US191434601004","Block Group 4; Census Tract 4601; Osceola County; Iowa","258","229","29",
"1500000US191434602001","Block Group 1; Census Tract 4602; Osceola County; Iowa","311","268","43",
"1500000US191434602002","Block Group 2; Census Tract 4602; Osceola County; Iowa","293","258","35",
"1500000US191434602003","Block Group 3; Census Tract 4602; Osceola County; Iowa","373","340","33",
"1500000US191434602004","Block Group 4; Census Tract 4602; Osceola County; Iowa","337","289","48",
"1500000US191454901001","Block Group 1; Census Tract 4901; Page County; Iowa","267","244","23",
"1500000US191454901002","Block Group 2; Census Tract 4901; Page County; Iowa","246","220","26",
"1500000US191454901003","Block Group 3; Census Tract 4901; Page County; Iowa","246","228","18",
"1500000US191454901004","Block Group 4; Census Tract 4901; Page County; Iowa","359","338","21",
"1500000US191454902001","Block Group 1; Census Tract 4902; Page County; Iowa","471","435","36",
"1500000US191454902002","Block Group 2; Census Tract 4902; Page County; Iowa","265","236","29",
"1500000US191454902003","Block Group 3; Census Tract 4902; Page County; Iowa","451","391","60",
"1500000US191454903001","Block Group 1; Census Tract 4903; Page County; Iowa","562","479","83",
"1500000US191454903002","Block Group 2; Census Tract 4903; Page County; Iowa","328","286","42",
"1500000US191454903003","Block Group 3; Census Tract 4903; Page County; Iowa","516","471","45",
"1500000US191454904001","Block Group 1; Census Tract 4904; Page County; Iowa","559","480","79",
"1500000US191454904002","Block Group 2; Census Tract 4904; Page County; Iowa","500","444","56",
"1500000US191454904003","Block Group 3; Census Tract 4904; Page County; Iowa","7","3","4",
"1500000US191454905001","Block Group 1; Census Tract 4905; Page County; Iowa","327","277","50",
"1500000US191454905002","Block Group 2; Census Tract 4905; Page County; Iowa","533","495","38",
"1500000US191454905003","Block Group 3; Census Tract 4905; Page County; Iowa","303","258","45",
"1500000US191454906001","Block Group 1; Census Tract 4906; Page County; Iowa","320","299","21",
"1500000US191454906002","Block Group 2; Census Tract 4906; Page County; Iowa","452","382","70",
"1500000US191454906003","Block Group 3; Census Tract 4906; Page County; Iowa","271","246","25",
"1500000US191479601001","Block Group 1; Census Tract 9601; Palo Alto County; Iowa","374","356","18",
"1500000US191479601002","Block Group 2; Census Tract 9601; Palo Alto County; Iowa","497","428","69",
"1500000US191479602001","Block Group 1; Census Tract 9602; Palo Alto County; Iowa","442","385","57",
"1500000US191479602002","Block Group 2; Census Tract 9602; Palo Alto County; Iowa","421","359","62",
"1500000US191479603001","Block Group 1; Census Tract 9603; Palo Alto County; Iowa","527","466","61",
"1500000US191479603002","Block Group 2; Census Tract 9603; Palo Alto County; Iowa","320","270","50",
"1500000US191479603003","Block Group 3; Census Tract 9603; Palo Alto County; Iowa","414","386","28",
"1500000US191479603004","Block Group 4; Census Tract 9603; Palo Alto County; Iowa","624","526","98",
"1500000US191479604001","Block Group 1; Census Tract 9604; Palo Alto County; Iowa","374","319","55",
"1500000US191479604002","Block Group 2; Census Tract 9604; Palo Alto County; Iowa","523","336","187",
"1500000US191499701001","Block Group 1; Census Tract 9701; Plymouth County; Iowa","821","798","23",
"1500000US191499701002","Block Group 2; Census Tract 9701; Plymouth County; Iowa","735","685","50",
"1500000US191499701003","Block Group 3; Census Tract 9701; Plymouth County; Iowa","272","262","10",
"1500000US191499701004","Block Group 4; Census Tract 9701; Plymouth County; Iowa","1083","1050","33",
"1500000US191499702001","Block Group 1; Census Tract 9702; Plymouth County; Iowa","333","321","12",
"1500000US191499702002","Block Group 2; Census Tract 9702; Plymouth County; Iowa","522","494","28",
"1500000US191499702003","Block Group 3; Census Tract 9702; Plymouth County; Iowa","465","429","36",
